,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,satureja laxiflora c. koch,satureja laxiflora,arbuto-quercetum ilicis,dicra-nostigma,,,,,,fagopyrum esculentum_hypotensive
1,fagopyrum esculentum,fagopyrum,ononis arvensis,g. squamigerum,,,,,,fagopyrum esculentum_antagonizes the in-crease of capillary fragility
2,eschscholzia,fagopyrum esculentum,diploma thesis,d. leptopodum,,,,,,fagopyrum esculentum_antioxidant
3,argemone,fagopyrum esculentum callus,g. elegans,e. douglasii,,,,,,eschscholzia_antioxidant
4,glaucium,eschscholzia,,,,,,,,dicra-nostigma_antioxidant
5,e. pulchella,argemone,,,,,,,,argemone_antioxidant
6,scutellaria baicalensisgeorgii,glaucium,,,,,,,,glaucium_antioxidant
7,s. baicalensis,e. pulchella,,,,,,,,scutellaria baicalensisgeorgii_anti-inflammatory
8,,scutellaria baicalensisgeorgii,,,,,,,,scutellaria baicalensisgeorgii_anticoagulants
9,,s. baicalensis,,,,,,,,scutellaria baicalensisgeorgii_sedatives
10,,,,,,,,,,scutellaria baicalensisgeorgii_cytostatics
11,,,,,,,,,,scutellaria baicalensisgeorgii_antihypertensive
12,,,,,,,,,,scutellaria baicalensisgeorgii_antioxi-dants
