,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,hypericum perforatum l,hypericum perforatum l,levisticum officinale w.d.j. koch,levisticum officinalew.d.j. koch,allium sativum l_infection diseases,artemisia absinthium l_fever,,,,
1,artemisia absinthium l,artemisia absinthium l,carlina acaulis l,carlina acaulisl,brassica oleracea_fever,,,,,
2,artemisia absinthium,allium sativum l,,,brassica oleracea_pain,,,,,
3,allium sativum,gentiana lutea l,,,beta vulgaris_fever,,,,,
4,allium sativum l,vinca minor l,,,beta vulgaris_pain,,,,,
5,gentiana lutea l,viburnum opulus l,,,allium cepa_infection diseases,,,,,
6,vinca minor l,achillea millefolium l,,,,,,,,
7,viburnum opulus l,angelica archangelica l,,,,,,,,
8,achillea millefolium l,hyoscyamus niger,,,,,,,,
9,angelica archangelica l,conium maculatum,,,,,,,,
10,angelica,brassica oleracea,,,,,,,,
11,hyoscyamus niger,beta vulgaris,,,,,,,,
12,conium maculatum,allium cepa,,,,,,,,
13,brassica oleracea,,,,,,,,,
14,beta vulgaris,,,,,,,,,
15,allium cepa,,,,,,,,,
